,Company,Description,Position,Source,skills,Loc_city,Loc_state
5669,The Methodist Hospital System,"Tableau Administrator/ Developer II (Business Intelligence)Job Ref: 23823Talent Area: IT/TelecommunicationsLocation: CorporateHouston, TX 77054Area/Department: IT-Healthcare InformaticsEmployment Type: RegularJob Type: Full-TimeOrganization: Houston MethodistWork Shift: DAYWork Week: M - FCompany ProfileHouston Methodist (HM) is one of the nation’s leading health systems and academic medical centers.  HM consists of five hospitals: Houston Methodist Hospital, its flagship academic hospital in the heart of the Texas Medical Center and six community hospitals throughout the greater Houston metropolitan area.  HM also includes a research institute, a global business division, numerous physician practices and several free standing emergency rooms and outpatient facilities.  Overall, HM employs over 17,000 employees.   FORTUNE magazine has placed Houston Methodist on its annual list of “100 Best Companies To Work For” since 2006.  Houston Methodist is supported by a wide variety of business functions that operate at the system level to help enable clinical departments to provide the best patient care and service in a spiritual environment.Job SummaryJob Summary:The position of Tableau Administrator/ Developer II (Business Intelligence) will be responsible for Tableau server architecture, administration, upgrades, security and maintenance. This position will also be responsible for physical database design and development of Tableau Data Sources. Provides technical leadership on the deployment architecture, development guidelines, data delivery layer (portal, dashboard and report) design. Defines best practices on supporting Self Service BI.HOUSTON METHODIST EXPERIENCE EXPECTATIONSProvide personalized care and service by consistently demonstrating our I CARE values: INTEGRITY: We are honest and ethical in all we say and do.COMPASSION: We embrace the whole person including emotional, ethical, physical, and spiritual needs.ACCOUNTABILITY: We hold ourselves accountable for all our actions.RESPECT: We treat every individual as a person of worth, dignity, and value.EXCELLENCE: We strive to be the best at what we do and a model for others to emulate.  Focuses on patient/customer safetyDelivers personalized service using HM Service StandardsProvides for exceptional patient/customer experiences by following our Standards of Practice of always using Positive Language (AIDET, Managing Up, Key Words)Intentionally rounds with patients/customers to ensure their needs are being metInvolves patients (customers) in shift/handoff reports by enabling their participation in their plan of care as applicable to the given job PRIMARY JOB RESPONSIBILITIESDuties and Responsibilities are cross-referenced to Houston Methodist’s Pillars of Excellence and will be transferred to the Performance Evaluation. PEOPLE (20%)1.Work closely with business leaders and users to define and design the data sources requirements and data access2.Mentor other team members with one on one training when necessary3.Training and support for business users4.Partners with the Project Manager to support all phases of project implementation  SERVICE (40%)1.Tableau server and data source administration, including upgrades, patches, monitoring, troubleshooting, performance tuning, Cluster/Distributed Management, Cache/ History Management, User Management and change management2.Creating and managing Tableau Sites, projects and workbooks3.Tableau security, back-up and restore process4.Maintenance and scheduling of Tableau Data Extracts using Tableau Server and the Tableau Command Utility5.BI infrastructure build and maintenance, Schema design and Dimensional data modeling QUALITY/SAFETY (20%)1.Document the standards and best practices for Development and administration of the tableau Platform2.Maintains the quality and integrity of data collected for decision making and works with the other areas of the organization to ensure consistent reporting of information.3.Demonstrates commitment to Houston Methodist values and goals to ensure all reported data and information are accurate, consistent, relevant and timely.4.Performs required quality and profiling activities on the data to ensure information delivered from BI solutions is defect free and of high quality.5.Participates in setting, monitoring, and meeting SLAs with key customers.6.Develop detailed system test plans, execute system test cases and provide issue tracking and consolidation. Manage a coordinated User Acceptance Test (UAT) effort. FINANCE (10%)1.Helps minimize excess cost and improve financial outcomes by assisting and recommending solutions in achieving organizational objectives.2.Practices good time management, good assessment in professional decision making, and management reporting skills.3.Provides problem resolution, technical analyses, costs and resource estimates, work plans, workflow documentation, and progress reports on assigned projects GROWTH/INNOVATION (10%)1.Proposes solutions to facilitate constructive discussion within the team to arrive at the most optimal solution.2.Uses internal and external resources to stay up to date with new BI technologies and trends.3.Fosters an environment that encourages innovation, continuous improvement and growth. This job description is not intended to be all inclusive; the employee will also perform other reasonably related business/job duties as assigned.  Houston Methodist reserves the right to revise job duties and responsibilities as the need arises. EDUCATION REQUIREMENTSBachelor’s degree in Computer Science, Business Administration, or related discipline with an information technology focus required.  EXPERIENCE REQUIREMENTS4-8 years of experience working with Business Intelligence, Analytics and/or Data Warehousing technologies.3+ Years of experience as Tableau Architect.3+ Years of experience as Tableau Administrator3+ years’ experience designing, developing dashboards using Tableau Desktop for various organizational metrics and indicators using best practices and industry standards.4-8 year’s hands-on experience with modern ETL tools and processes like MS-SQL Server (SSIS, SSRS) CERTIFICATES, LICENSES AND REGISTRATIONS REQUIREDNone KNOWLEDGE, SKILLS AND ABILITIES REQUIREDStrong knowledge of ETL, Integration Technologies, Data Marts, OLAP Tools, Reporting AnalyticsStrong SQL development skills- writing complex queries and stored procedures- SQL, PL/SQL, T-SQLAbility to evaluate, prioritize and problem solve a variety and multiplicity of tasks and ensure their timely and accurate completion.General knowledge of health care operations and healthcare technologies desired.Demonstrated ability to work independently and take initiative in areas of responsibility.Excellent analytical, organization, prioritization and oral/written communication skills.Knowledge and appreciation of business concepts and requirements as applicable to a large academic, research, and/or healthcare facility.Strong teamwork and interpersonal skills at all management levels.Understands the business questions prompted by non-technical users.Capable of translating user requirements into reports or analytical solutions.Strong problem-solving and metadata skills.Equal Employment OpportunityHouston Methodist is an Equal Opportunity Employer.Equal employment opportunity is a sound and just concept to which Houston Methodist is firmly bound. Houston Methodist will not engage in discrimination against or harassment of any person employed or seeking employment with Houston Methodist on the basis of  race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, status as a protected veteran or other characteristics protected by law.VEVRAA Federal Contractor – priority referral Protected Veterans requested.",Tableau Administrator/Developer II,dice.com,"Experience working with Business Intelligence, Analytics, Tableau Architect, Tableau Administrator, MS- SQL server",Houston, TX
5678,Pantheon,"One of our oil and gas clients is looking for a .Net Developer with Petrel API experience to join their teamJob Description: Designs, develops and maintains software systems. Able to work independently and provide technical guidance to others. Maintains ""expert-level"" knowledge of primary skill requested.Designs, develops and maintains quality programs for a client/server environments (on Windows or Unix), using languages such as Visual Basic, PowerBuilder, C++, Java, C#, MVVM, WPF, etc. in accordance with the client client/server standards and practices.Provides ongoing support, technical knowledge and consulting services on the applications.May be required to develop and document security and controls and change management.Provide training to users on application changes.May be required to provide application support during non-office hours, days and public holidays, whenever required on a rotational basis.Tasks Perfomed- Technical problems diagnosis, resolution and recovery- Perform configuration tasks in collaboration with other team members- Participate or coordinate small projects (SWI - Small Work Item), including cost estimation, planning, development, unit testing, coordinating user test, implementation and documentation.- Participate as resource for projects inside or outside of the group scope- Provide general application technical support\Maintenance- Monitor application performance- Raise issues and system improvement possibilities as needed- Provide consulting services to business and other teams in terms of application functionality, usage, security, controls and others- Develop/update/maintain technical instructions/documentation- Participate or coordinate extra curricular activities with the objective of improving or creating processes, productivity, security, safety or others.Details added by supervisor:Petrel API DevelopmentOcean API ProgrammingOpenInventorPrevious Oil and Gas ExperienceGeoscience Domain Knowledge",Petrel API Developer w/.NET,dice.com,".Net, WPF, MVVM, Petrel API",Spring, TX
5683,Randstad Technologies,"The Business Intelligence Data Analyst is responsible for supporting the Business Intelligence team and the business users through the analysis of quantitative & qualitative data. This position will participate in the analysis required for the design and development of the enterprise data warehouse and related reporting structures and interfaces. This role requires the ability to translate business problems into solutions/approaches driven by data analysis, business acumen, creativity, and clear, concise and effective communication. Fully proficient as a Data Analyst; not responsible for leading others.Responsibilities:~Work with Business Users to define and document explicit data requirements for implementing subject areas in the Operational Data Store and Enterprise Data Warehouse.~Perform in-depth data analysis by writing complex PL/SQL queries on various source systems, data marts and data warehouse to find trends and anomalies in the data in support of the requirements for various strategic and/or tactical projects.~Serve as Subject Matter Expert on Operational Data Stores, Data Warehouse, Data Marts; guide the development design activities with assumptions and data dependencies.~Identify data quality issues and concerns and support the data governance initiative by being involved in various data initiatives.~Conduct on-going analysis of the business, operating practices, and data flows within and between various systems and applications.~Keeps informed of existing and evolving best practice, industry standards and technologies.~Fosters and maintains good relationships with colleagues to meet expected customer service levels.~Maintain all appropriate training and continuing education requirements for both internal programs and external licenses and certifications.~Develop and maintain positive, productive, and professional relationships with key business partners to meet expected customer service levels.~Complies fully with all Bank Operational policies and procedures as well as all regulatory requirements (e.g. Bank Secrecy Act, Know Your Client, Community Reinvestment Act, Fair Lending Practices, Code of Conduct, etc.).Skills and Knowledge:~Bachelor's degree in Computer Science or related technologies strongly preferred.~Prior hands-on experience in using ETL tools, Business Objects or other related BI tools~Prior hands-on experience in using ERWin a plus~Prior experience in Financial Services industry a plus.~Excellent analytical skills~Able to communicate clearly and professionally with all levels of an organization.~Strong interpersonal, written and verbal communication skills with demonstrated ability to work in a team environment.~Ability to express complex technical concepts in business terms.~Proficient in designing database models (both logical and physical)Basic Qualifications:*Minimum of 5 years of experience working with Information technologies required.*Minimum of 5 years of experience as a Data Analyst, preferably in a data-intensive financial company.*Minimum of 3 years of experience in advanced PL/SQL and Oracle queries and analysis.*Represents basic qualifications for the position. To be considered for this position you must at least meet the basic qualifications.",Data Analyst- BI,dice.com,Full Time,Los Angeles, CA
5698,Reliable Software Resources,SQL Developer ($w2) Houston TX6 Plus months 4 SQL Developer needs that can sit in Cincinnati or Orlando. Skills required:SQL Development with all versions up to 2012Strong SQL query experienceSSRS required. Thanks & RegardsArif312-216-0783  ,SQL Developer ($w2),dice.com,"SQL,SSRS",Houston, TX
5707,Primus Software Corp,"Job Title:                                                             Network/Data EngineerNo of Position:                                                 1Type:                                                                     ContractDuration:                                                             08/30/2016 to 10/01/2018Location:                                                             6500 WEST LOOP S, BELLAIRE, TX, 77401 The F5 skill is CRITICAL, next top priority is local to Houston, TX. Additional Job Posting Description Details          Education and Experience: • Bachelor's Degree, or equivalent experience, in Computer Science, MIS or similar area of study, and eight or more year’s previous network experience required.• Certificates such as CCNP (Cisco Certified Network Professional), CCIE (Cisco Certified Internetwork Expert), and/or MCSE preferred. Required Knowledge, Skills or Abilities:• Routing and Routing protocols (EIGRP, BGP)• Switching and switching technologies (Cisco Catalyst, 802.1q, LACP / Ether channel, HSRP)• Experience in a large enterprise environments (? 500 sites)• Sniffer / packet capture capability• Remote site performance investigation• Understanding of TCP and how TCP operates (windowing, congestion avoidance, window scaling, bandwidth-delay product, selective acknowledgement, etc)• 24x7 on-call rotation based on the number of people on our team• Hands-on experience with networks including physical layer infrastructure, Cisco based LAN, WAN, IPT, WLS, Firewall hardware, SNMP based software, and interconnecting devices.• Proven knowledge and practical application of network security across firewalls.• Demonstrate the ability to formulate sound solutions based on formal training, research, and expertise with little guidance from management.• Possess a high degree of professionalism, customer service, and dependable.• Strong LAN, WAN, Security, Wireless, and VPN troubleshooting capabilities.• Ability to apply a comprehensive and in-depth knowledge of technical concepts, practices and procedures.• Solid written and verbal communication.• Must present exceptional leadership, problem solving, decision making, and time management skills.• Ability to work in a remote capacity.• Ability to work in a team environment  Thanks & RegardsRakesh KaulPrimus Software CorporationPrimary  No:  678-466-6851Fax No :  770-300-0005 E-mail : Rakesh@primussoft.com www.primussoft.comJoin me on LinkedIn:http://www.linkedin.com/in/rakeshkaul007",Network/Data Engineer,dice.com,"Network/Data Engineer, CCNP, CCIE, Routing and Routing protocols (EIGRP, BGP), Switching and switching technologies (Cisco Catalyst, 802.1q, LACP / Ether channel, HSRP) , F5, Cisco based LAN, WAN, IPT",Bellaire, TX
5712,"Daman, Inc.",Administer 12 SQl Server 2008 and 2012 servers.Installation of SQL Server and features.Manage SQL Services uptimeManage SQL Schedule tasks and jobsManage Instance and Database security provisioning (roles and access only — not auditing)Manage SQL Server ReplicationTroubleshoot performance issuesTroubleshoot table/page locking and other common SQL issuesProvide SQL query trace results for investigating specific application interaction with SQL Server databasesWork with vendors when they require interfacing with our SQL Servers,SQL Server DBA (75% remote position),dice.com,SQL Server DBA,Houston, TX
5724,Calance US,"Our client, a leading Hospital is looking for a Business Analyst who will be responsible to assist in requirements gathering from the Clinical Staff for Business Intelligence. We are seeking a skilled analytics and data visualization specialist to analyze/manage data and design/develop functional & elegant reports, dashboards and interactive visualizations. The successful candidate must have demonstrated good problem-solving ability and an eye for detail. This person must be flexible and able to quickly pick up new skills.Job DutiesThis position functions both as a Business Analyst and a BI support/developer. Primary duties is requirements gathering from the Business as well as development in TableauAssists with the development and promotion of business intelligence functions. Maintains strict confidentiality with all patient, employee and company information. Stays informed on new technologies and identifies opportunities to improve Business Intelligence processes. Proactively seeks opportunities to increase usage of Tableau among current end-users. Reports to the Manager, Data Management Services.Requirements:Bachelor's degree in Information Systems/Computer Science or related field. Equivalent experience will be considered.3-6 years minimum experience with Tableau2 years+ experience in healthcare provider industry.5 years analytics and data visualization experience.3-6 years  Recruiter: Andy Ballantyne Phone: (800) 732-4680 x709",Business Analyst with strong Tableau skills,dice.com,Tableau,Pasadena, CA
5745,Randstad Technologies,"Currently, we are recruiting for a true Data Analytics Specialist The Data Analytics Team (part of the EIS Department) is dedicated to improving healthcare through strategic and technology-based transformation. This team will interface with customers throughout the medical center, executive leadership, various committees and be involved in performance improvement initiatives. This team will assist in the transformation of data as the healthcare industry moves from a volume based business to a value based business. Summary of Essential Job Duties:   This position is responsible for serving as a Subject Matter Expert/ Epic application expert / Data Analytics Specialist. General duties are largely around - Information compilation - Partnering with reporting customers and EIS teams in collecting, sorting, and studying different sets of information from a variety of systems, applications and paper - Extrapolation and interpretation - Upon collection of requirements, reviewing and providing analysis to develop best practice reporting recommendations to all customers. - Advisory- working with the project teams, end users, management and leadership to help them measure the data, evaluate and understand the results, aid exploration to achieve better outcomes by providing thoughtful recommendations based in best practices. Primary Responsibilities - Customer service and management o Intake of data requests and understanding of business need. o Establish trusting professional relationships with all customers. o Maintain alignment of expectations , timelines and priorities o Ensure communication and status updates of request from initiation to completion - Analysis and critical thinking o By applying knowledge of data analysis, applicable Epic applications, critical-thinking skills, and healthcare experience/expertise perform research and analysis of business request/issues. o Recommend intelligent solutions to solve problems and address business challenges. If necessary, those that don't necessarily align with initial customer request - Requirements and documentation o Work closely with the applications teams and/or subject matter experts to understand workflow, documentation standards and especially potential gaps o Gather clear and concise requirements, interpret the finding and translate the information, as needed, into documented business specifications for the report development - Design o Work closely with technical teams ( Clarity, EDW and other report developers) to ensure understanding of data models and potential design of output o Structure analytical results in an organized, visual manner - demonstrate knowledge of the various tools that can be applied and developed to present the data to the requestor - Testing and validation o Perform data scrubbing, trouble-shooting, quality checking, and usability analysis to identify anomalies, which need to be addressed prior to delivery of results. o Facilitate user acceptance testing, including partnering with reporting customers to guide them through report review and approval. The position provides an exciting opportunity to work with our leadership team to make a substantive impact in the healthcare environment especially in the analytics and data transformation arena! Qualifications / Education:   Bachelor's degree (B.A.) in Healthcare Administration, Business, Computer Science or related field or equivalent relevant work experience. Master's Degree preferred. Experience:   - 5+ years of Healthcare requirements gathering, analysis, design and implementation experience in either the clinical or financial arena - Experience in data mining, statistical analysis, and data transformation/manipulation. - Advanced analytic skills with the ability to analyze and interpret data through complex analysis. - Experience with patient care-oriented databases, hospital-based administrative database applications and data warehousing technology preferred. - Knowledge of HIPAA compliance and security requirements as it relates to healthcare data. Other applicable data sets include Census, Eligibility, and Membership data sets. - Experience in defining business process flows and work flows -Experience working with large data repositories and/or relational databases. -Expertise in MS Excel, with proficiency using formulas, PivotTables, linked worksheets, graphing and other reporting and presentation features. -Ability to work on multiple projects simultaneously with minimal supervision. -Strong knowledge of project management methodologies and experience managing multiple projects -Ability to quickly adapt to changes in both technology and business environments. -Detail oriented and ability to analyze data, and apply investigative skills in resolving issues. -Ability to produce clear, written operational instructions and supporting documentation. -Ability to troubleshoot technical and functional problems. -Exceptional written and oral communication skills. -Highly self-motivated and directed with keen attention to detail; Ability to work independently with minimal supervision and manage multiple priorities Computer Skills - Advanced Visio - Strong computer skills including Windows, Exchange/Outlook, Word, Excel, Visio, PowerPoint and Project - Epic application level knowledge / certification - And other business productivity tools",Data Analyst (Mid-Level),dice.com,"Analysis, Analyst, Customer Service, Data Analysis, Database, Data Mining, Development, EIS, Epic, Excel, Exchange, Management, Outlook, PowerPoint, Project, Project Management, Research, Security, Statistical Analysis, Supervision, Testing, Validation, Windows",Los Angeles, CA
5746,Corporate Biz Solutions Inc,"Corporate Biz Solutions is a leading Global IT Solutions Provider and system integrator. We are Equal Opportunity Employer.Chief Data Scientist – Oil & Gas AnalyticsHouston TXFulltimeExpert in Advanced Analytics, specialized in the Oil & Gas DomainOver 15+ years of experience in Consulting and Implementation assignmentsExcellent presentation and communication skills, with a hunger to continuously learn newer technologies in the Analytics worldExperience working with CxO level, conducting workshops for business and IT teamsPost-graduation / PHD in Statistics. With Strong industry solutions exposures.In-depth knowledge of all leading analytics platforms like, R, Python, SPSS, SASIn depth knowledge of Advanced Analytics like predictive, forecasting, descriptive modeling, Machine Learning, deep learningFamiliar with ETL, data warehouse, BI platform(s), RDBMS, SQL, HadoopMail resumes: viky@corpbizsolutions.com",Chief Data Scientist - Oil & Gas,dice.com,"Chief Data Scientist Oil & Gas Analytics, R, Python, SPSS, SAS, ETL BI",Houston, TX
5757,CyberCoders,"Minimum Required Skills:HTML/CSS/Javascript, C/C++, C#/.NET, ASP.NET, ASP.NET MVC, LINQ, Razor, HTML, CSS, MVVMIf you are a Senior Software Engineer with experience, please read on!We are a National Home Builder seeking a Senior Software Engineer to join our team at our Houston home office. We are looking for experienced developers who want to share their knowledge and learn new skills in a fun, intense and challenging environment. While experience is appreciated, the ability to learn and apply new technologies is equally important if not more so.What You Will Be Doing- Participate in daily stand-up, weekly iteration planning, and other as-needed face-to-face, audio- and/or video-teleconferencing sessions.- Participate in architecture discussions, design decisions and provide input into all aspects of the system.- Write clean code with good nomenclature, sensible tests and comments when necessary.- Write unit tests, integration tests, and acceptance tests.- Implement new features and fix bugs in HTML, CSS, JavaScript, ASP.NET, C#, SQL and other technologies for both existing and greenfield applications.- Evolve databases and manage schema migrations in coordination with new features.What You Need for this PositionAt Least 3 Years of experience and knowledge of:- HTML/CSS/Javascript- C/C++- C#/.NET- ASP.NET- ASP.NET MVC- LINQ- Razor- HTML- CSS- MVVMWhat's In It for YouThe TeamWe work hard, we have a good time, and we go home. We're all geeks about something, whether it's games, comic books, sci-fi, music, wine, beer or sports.We have laptops, dual monitors, solid state drives, and plenty of RAM.We use GitHub, TeamCity, YouTrack, Visual Studio and Resharper. We have MSDN subscriptions. We use a lot of open source.We have morning stand-ups, a groomed product backlog, involved and responsive product owners, and an open mind about methodologies.No one commits directly to master. Everyone's code is reviewed by someone on the team.We have an excellent benefits package, with some unique features including:An agile development environment where you are surrounded by people passionate about what they doGreat opportunities to participate in outreach and community involvement programs around the Houston areaA great, open, centrally located office with tons of natural lightNew home discount and Team Member product discountsMedical, Dental and Vision insurancePaid Vacation, Holidays and PTO401(k) with discretionary 8% matchProfit sharingChaplain and Employee Assistance ProgramAnd More!!So, if you are a Senior Software Engineer with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright © 1999 - 2016 . CyberCoders, Inc. All rights reserved.","Senior Software Engineer - HTML/CSS/Javascript, C/C++, C#/.NET",dice.com,"HTML/CSS/Javascript, C/C++, C#/.NET, ASP.NET, ASP.NET MVC, LINQ, Razor, HTML, CSS, MVVM - HTML/CSS/Javascript, C/C++, C#/.NET, ASP.NET, ASP.NET MVC, LINQ, Razor, HTML, CSS, MVVM",Houston, TX
5765,Tail Wind Technologies Corp.,"We are currently seeking candidates to work in Houston, TX or Palm Beach Gardens, FL. This is a 6 month contract position. Face to Face interview required only local candidates will be considered. The Sr. IT Database Administrator is responsible for database installation, configuration management, database design and normalization, security, monitoring and tuning, capacity planning, backup and recovery, and troubleshooting. ESSENTIAL JOB FUNCTIONSAllocating system storage and planning future storage requirements for the database.Creating primary database storage structures once developers have designed an application.Creating primary database objects (tables, views, indices) once application developers have designed an application.Modifying the database structure, as necessary, from information given by application developers.Enrolling users and maintaining system security.Ensuring compliance with license agreements.Controlling and monitoring user access to the database.Monitoring and optimizing the performance of the database.Planning for backup and recovery of database information.Maintaining archived data on appropriate storage devices.Backing up and restoring the database, including recovery scenarios.Primary contact with vendor for technical support.  Great opportunity! Excellent chance to become part of our team of top notch Data Warehouse and BI professionals! Interested in hearing more? Please send your resume to careers@tailwindtech.com or apply below.  EOE No Agencies Please",SQL Server DBA - Contract,dice.com,"""Stored Procedures"" SQL",Houston, TX
5785,Search Services,"SUMMARY:A global company based in Houston is seeking a BI Data Analyst with SQL Server experience. DESCRIPTION: Responsible for performing database development and analysis in order to provide high quality technology solutions that address user business needs.Provide database/ETL support, research and resolve complex issues that are identified across different subject areas and applications.Database design and development on MS SQL Server. SQL development and performance tuning on MS SQL Server using tools like SQL profiler/ Database tuning advisor. Creating database functions, triggers, cursors, procedures.Database access setup using roles and permissions.ETL design, development and administration using SSIS/IBM Info sphere (Data stage 7.5/8.5). SSAS - Designing OLAP Cubes and writing MDX queries. MPP Appliance - Data design in MPP SQL PDW 2012 (Parallel DW).Create reports using SAP Business Objects/MS SSRS/ Xcelcius/ Microsoft Power Pivot, Power View, Power Map, Power Query. Mobile BI and Data Analytics using Data Zen. Create data models and reports using BI Publisher in Oracle Fusion. REQUIREMENTS:Bachelor’s or foreign equivalent degree in Computer Science, Software Engineering, Electronic Engineering or a related field followed by 5 years of progressive experience in database design and development on MS SQL Server; ETL and reports development and analysis; and software development life cycle. Experience therein to include using SSIS, SSAS (MDX & Tabular), IBM InfoSphere, SAP Business Objects, MPP SQL PDW, Microsoft Power Pivot, Power View, Power Map, Power Query, Mobile BI and Data Analytics using Data Zen and Java or .Net.Experience working on creating reports using Xcelcius. Experience working in creating data models and reports using BI Publisher in Oracle Fusion. ",Business Intelligence Analyst,dice.com,"SSAS, Business Objects",Houston, TX
5797,"Integrated Resources, Inc.","Location: Temecula, CADuration: 6 Months (Contract, with possible extension) on W2 Our client is looking to hire Database Admin III / Data Analyst Job Responsibilities: • Create and maintain an Access database, using Access and Visual Basic programming, to monitor data changes over time. • Build specific queries using an Access database. • Analyze data from Access queries and maintain a data dashboard and KPIs. • Run reports from multiple systems, including, but not limited to SAP, Oracle, MDGM data portal and compile data for input into Access database for querying. Requirements: • Extensive experience and expertise in building and maintaining Access databases. • Experienced in building and running Access database queries. • Expert user with Excel. • Experienced with reporting in Business Objects and related databases. • Visual Basic programming knowledge preferred. • Attention to detail. • Able to work in a team environment. • Data analysis experience.  Qualification: • Bachelor’s degree in IT or related field with 3-5 years’ experience preferred",Data Analyst,dice.com,"database, admin, ""data analyst""",Temecula, CA
5823,Corporate Biz Solutions Inc,"Corporate Biz Solutions is a leading Global IT Solutions Provider and system integrator serving customers throughout the United States.We are an Equal Opportunity Employer.This is a contract or contract job.Senior Business Intelligence AnalystRequisition Details:•             Collaborate with internal Alaska IT teams along with corporate support teams to understand existing IT processes, solutions and design techniques•             Collaborate with local business users to understand business processes, gather business requirements, evaluate proof of concepts and deliver solutions•             Partner with architecture teams to ensure end-user reporting needs can be met by the existing data warehouse, expand where needed•             Research and resolve technical/support issues with Tibco Spotfire solutions•             Design/develop Spotfire solutions utilizing R scripting and IronPython where applicable•             Assist in cross training opportunities with other team membersBasic/Required•             3+ years of Oil & Gas industry experience•             1+ year of R scripting•             5+ years of advanced SQL (analytic functions, dynamic SQL, etc.) across multiple database technologies•             5+ years of work experience equivalent which demonstrates an understanding of database technologies, including data warehousing, Business Intelligence solution design/implementation and end user communication We are an Equal Opportunity Employer.Thanks!Rayray@corpbizsolutions.com",Senior Business Intelligence Analyst,dice.com,"SQL, R scripting, Oil & Gas",Houston, TX
5832,RD Data Solutions,"We are currently recruiting for "" SSRS Reports/Tableau Dashboard Developer "" Opportunity. Please apply ASAP by sending your resume to us by clicking on the ""Apply Now"" button on this page or write to us with your updated resume and 2 VERIFIABLE Client Managerial References.Role 1:               SSRS Reports/Tableau Dashboard DeveloperDuration:             6 Months LOCATION:          Downtown HoustonRate:                   All Inclusive Candidates has to give ANSI Test and clear itThe Technical Team will be responsible for collaborative design and development of an enterprise class multi-tier architecture, supporting both short and long-term rationalization and development initiatives for Liquids Commercial Systems. The Team will work to drive continuous improvements, consistency, and supportability throughout all development initiatives, ensuring alignment with IT Management/Program Office and Best Practices.The Dashboard / Report Developer will be part of the Technical Team and play an active role in database and reporting related development activities.Activities will include:Writing SQL stored procedures, designing and developing reports in Microsoft SQL Server Reporting Services (SSRS) and Dashboards in Tableau sourced by stored procedures on SQL-Server 2016 databases to source report data.The developer should have a very good understanding of relational database design and in-depth skills in TSQL programming. Roles and Responsibilities:Design, develop and document stored procedures sourcing reports and Dashboards.Design, develop, and maintain SSRS reports and Tableau Dashboards.Adhere to timeline and task tracking of the Project Plan, accountable for ensuring timely delivery of Database design and development tasks.The developer must communicate well with others and mentor, guide and support development staff.Required Qualifications:Strong understanding of relational database concepts and vision, with proven ability in writing complex and efficient SQL queries.5+ years SSRS report and Tableau Dashboard development experience.Experience using Team Foundation Server for Source Control.SQL 2014/2016 experienceExperience using MDX and/or DAX and experience developing reports and dashboards using SQL Server Analysis Services as a data source.Experience analyzing data requirements for reports and dashboards and identifying when an SSAS data cube should be utilized.Strong oral and written communication skills. Please Note : 2 Client manager references are required for this role.Thank youRecruiting Team ",SSRS/Tableau Developer (ANSI Test),dice.com,"SSRS, TFS, Tableau,SQL-Server 2016 databases,TSQL programming",Houston, TX
5853,Corporate Biz Solutions Inc,"Corporate Biz Solutions is a leading Global IT Solutions Provider and system integrator. We are Equal Opportunity Employer.Senior Business Intelligence AnalystHouston, TX 6 months+Required• 3+ years of Oil & Gas industry experience• 1+ year of R scripting• 5+ years of advanced SQL (analytic functions, dynamic SQL, etc.) across multiple database technologies• 5+ years of work experience equivalent which demonstrates an understanding of database technologies, including data warehousing, Business Intelligence solution design/implementation and end user communicationMail resumes: viky@corpbizsolutions.com",Senior Business Intelligence Analyst,dice.com,"Senior Business Intelligence Analyst, Oil and Gas, R Scripting, advanced SQL (analytic functions, dynamic SQL, etc.)",Houston, TX
5874,ICONMA,"Python Developer  Location: Houston, TXDuration: Fulltime Description:Client is looking for a high quality Python developer with loads of experience building scalable web applications to join its platform team. This is a highly technical position requiring a deep understanding of both Python and Django as well as PL/pgSQL and RDBMS technology.Requirements for this position- 4+ years working with Python and Django- Expected strong knowledge of Python 3.3+ and the latest Django software- Strong knowledge of PL/pgSQL, PostgreSQL- Strong knowledge of the Django ORM- Strong knowledge of Python data structures and data flows- Strong knowledge of the Linux command line and best practices as a Linux server administrator- Some asynchronous programming experience - not necessarily in Python. Any further query you may contact at amit@iconma.com, please make sure to write the Job ID number is the subject Amit KumarICONMA LLCToll Free: (866) 557-5424E Mail:     amit@iconma.com",Python Developer,dice.com,"4+ years working with Python, Django, PostgreSQL, Python data structures and data flows",Houston, TX
