Position,Company,Description,Loc_state,Loc_city,Skills,Type,Source
SAP Business Intelligence Manager Job in Monroe,NA,"CenturyLink (NYSE: CTL) is a global communications, hosting, cloud and IT services company enabling millions of customers to transform their businesses and their lives through innovative technology solutions. CenturyLink offers network and data systems management, Big Data analytics and IT consulting, and operates more than 55 data centers in North America, Europe and Asia. The company provides broadband, voice, video, data and managed services over a robust 250,000-route-mile U.S. fiber network and a 300,000-route-mile international transport network.  Job Overview:SAP Business Intelligence manager to oversee the design, development, and support of SAP business intelligence solutions.TechnologySAP BWBusiness ObjectsHANAData ServicesJob Responsibilities:Directly accountable for the quality, availability, effectiveness and support of BI efforts.Build and maintain business and personal relationships with functional business leaders and internal customers in assigned business areas and within IT organization.Monitor industry trends, customer trends and external developments that may impact assigned business functions.Lead, support and participate in multiple projects and oversee onshore/offshore resources to ensure that specifications are met.Organize and prioritize development work effectively to meet key milestones and business objectives.Provide leadership and direction to assigned IT team and ensures the availability of required facilities, tools and resources. Minimum Qualifications:Bachelor's degree in Computer science, Information Systems of Business Administration., or equivalent experience. Master's degree or MBA preferred.7+ years work experience including 2-3 years managing team(s) responsible for warehousing, decision support systems and/or related systems BI systems.Demonstrated experience gathering business requirements, employing full development lifecycle, designing and building business intelligence solutions for stakeholders and senior management.Demonstrated expertise working closely with business users on a variety of enterprise wide development projects from inception through completion, including scope definition, process re- engineering, solution design, technology evaluation, implementation and project management.Job ID 65813#LI-POST1Alternate Location: US-Louisiana-MonroeRequisition #: 65813 EEO StatementNo Discrimination. We are committed to providing equal employment opportunities to all persons regardless of race, color, ancestry, citizenship, national origin, religion, veteran status, disability, genetic characteristic or information, age, gender, sexual orientation, marital status, family status, pregnancy, or other legally protected status (collectively, “protected statuses”). We do not tolerate unlawful discrimination in any employment decisions, including recruiting, hiring, compensation, promotion, benefits, discipline, termination, job assignments or training. Any offer of employment is contingent upon the results of a pre-employment drug test and background check.DisclaimerThe above job definition information has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities, and qualifications required of employees assigned to this job.  Job duties and responsibilities are subject to change based on changing business needs and conditions.",LA,Monroe,NA,Full Time Employee,monster.com
Software Automation Engineer – Python,NA,"Software Automation Engineer – Python, Ruby, Java, Perl We have a great opportunity with a leading technology company in the Columbus area. They utilize open source technologies for their technology stack including cucumber, ruby, java, perl, puppet, chef, bamboo, and linux.  We are searching for a Software Engineer who is interested in working with open source tools and software.  In this role, you will be working on next-generation software products that are used by companies around the globe.   This is a very dynamic position and you can definitely propel your career to the next level by working in this role. If you are the type of software engineer that contributes to Github projects and enjoys engineering new, innovative solutions, this company could be your ideal home.  Rate range is $65.00 - $80.00/hr W2 + Health, Dental, Vision, 401k benefits. Required:5+ years of software engineering experience (any object-oriented language)Strong Object-Oriented Programming Fundamentalsnterest in software engineering with open source solutions (Linux, Apache, MySQL, PHP, Perl, Python, Ruby, MongoDB, etc)Experience with Cucumber, Ruby, Selenium, mocking, service virtualization or equivalentExperience working in Agile, TDD, Continuous Integration environments For more information, please send an updated resume to emily.reno@principlesolutions.com  Related Terms: Java Developer, PHP Developer, LAMP Developer, Software Developer, Software Engineer, PHP Engineer, LAMP Engineer, Python, MongoDB, Open Source, Github, Git, Java Developer, LAMP stack, Perl, Python, Ruby, C++ Developer, Ruby on Rails, Neo4j, Linux, Perl developer, Ruby developer, C++, API, systems engineer, automation engineer, systems analyst, computer science",OH,Groveport,NA,Full Time,monster.com
SQL Developer Job in Westerville,NA,"USTA IT DepartmentJob Description Job Title:  SQL DeveloperDepartment: Information TechnologyTeam:  Dev DBReports to:   Manager, DevelopmentStatus:  Exempt Full Time PositionSupervises:  -none-On Call:  DEV team rotationLocation: on-site, core business hours.   Basic Functions:DEV DB team focuses on the Enterprise Database content and performance within a RAD/Agile environment.Work collaboratively with other developers, and Tech team staff toensuremaximum availability,data integrity, security and performance across all Enterprise Database connected applications. Create and enhance stored procedures, views, triggers, and functions to keepreal-time updates flowing across in transactional, warehousing, and Internet enabled content.  ETL from disparate sources,  providing analysis and reporting on content and performance.  Specific Duties:Develop, evaluate and enhance stored procedures, views, triggers, and functions in support of project requirements across multiple projectsMakes physical changes to database environment, including coding, tests and implementation Provides SQL code (triggers, functions, SP, etc) following proper coding techniques, and best practices.Provide expert point-of-contact assistance for query problems/resolution/performance tuning.Ensure integration of incoming data, yet prevent data redundancy through proper database designProvide data reporting to meet customer requests, including highly formatted reports, dashboard development, and customer-driven query interfacesRecommend changes for increased database efficiency with appropriate database parameters, optimization statistics, and database indexes; validate responsiveness/performance using timed benchmarksMaintain data dictionary describing content of all databases, including tables, relationships, data elements, and validation requirementsDocument coding changes, especially of key decision points, in all affected code/trigger/project docs.Be a technical resource to Information Technology staff Participate in on-call rotation to support off-hours jobs and users.Qualifications:B.S. Degree in C.S., Information Sciences, or significant work experience required. 3+ years proven historyusing privileged accounts rights within MSSQL Server 2008and laterProven experience supporting, deploying and designinglarge, real-time enterprise databases required.Real-time extraction experience for internet enableddata warehousing or data martsis highly desirable.Proven ability to deliver information direct to customers using at least one of these tools: Crystal Reports, Reporting Services,dashboards, XML.Proven track record of successful project results independently and within a team environment.ETL experience, using SSIS, low-level direct-file loading techniques to maneuver data highly desirable.Demonstrable problem solving/ analytical skills .Must multitask well under periodically intense conditions.Able to communicate technical ideas clearly, with both customers and colleaguesMust be responsible, have dependable transportation, and able to maintain confidential information ",OH,Westerville,NA,Full Time,monster.com
Technical Business Data Analyst Job in Columbus,NA,"BUSINESS DATA ANALYST Advocate SolutionsCentralOhio Advocate Solutions is a privately held management and IT strategy consulting services firm headquartered in Columbus, Ohio.  We proudly refer to our firm as Team Advocate!  At Team Advocate, our staff are highly qualified experts in our solutions offering areas who are committed to Advocating for our clients. The core values of our culture include: Client Centric, Team Loyalty, Professionalism, Excellence, Growth and Generosity.  Our staff hold various advanced certifications and degrees, and are active in numerous professional organizations. We are truly positioned to lead our clients through whatever challenges their business faces and getting career fulfillment while doing it.  We proudly provide Strategic, Project, Risk and Resourcing solutions to both public and private sector clients.  With our regional presence we are poised to deliver high-level management and IT strategy services that are unmatched by our competition.  We are the secret behind many of our client’s most successful implementations. At Advocate Solutions, our team of seasoned professionals deliver these solutions for high-profile, mission-critical systems with the utmost discretion, a quiet effectiveness, and a vigilant eye on the realization of our client’s business objectives.  One thing that has remained consistent throughout our history is our reputation for solving difficult problems and delivering superlative service. For more details on our firm please review our website at www.teamadvocate.com. Role and ResponsibilitiesAnalyzes queries and data mines anautomated reporting system database and other datasets detecting trends, anomalies and indications of aberrant behavior using SQL and other statistical packages for analyzing large datasets. Produces reports of findings in graphical and written forms.Communicates findings with Sr. leadership communications staff and various outside groups.Develops, tests, and analyzes statistical and predictive data models.Develops standard reports for clients (healthcare professionals, law enforcement).Develops statistical reports for public dissemination, including web-based media for client websites.Assists client by providing statistical analysis of data related to investigations and producing reports for use in trials and administrative hearings.Produces identified datasets for researchers according to client research agreements.Provides statistics, reports and graphics for Directors, Executive Directors and other staff for presentations and speaking engagements.Performs other duties as assigned. Qualifications and Education RequirementsKnowledge of natural sciences (e.g. pharmaceuticals/pharmacy), data models, data mining, SQL, reporting packages and SQL Server.Skills in statistical, analytical and data mining software (e.g. R, Weka, MS-SSAS)Ability to collect, organize analyze and disseminate significant amounts of information with attention to detail and accuracy.Use statistical analysis, communicate with technical, non-technical and executive roles.BS in Mathematics, Health Information Technology, Computer Science, Information Management Systems, Statistics, or related field. Compensation & BenefitsAdvocate Solutions provides competitive compensation and a comprehensive benefits package including:Medical, Dental and Vision InsuranceVacation, Sick Leave and Paid HolidaysRetirement (401K) programLife InsuranceLong-term DisabilityTraining and Education ReimbursementReferral BonusesClient Satisfaction and Spot Bonuses Interested candidates should apply with a resume ",OH,Columbus,NA,Full Time,monster.com
UI/JavaScript Developer Job in Columbus,NA,"JavaScript Developer JD:Our client is seeking a strong front-end developer to drive innovation by building enhancements to the customer experience for their website. Highly motivated, self-starter and team player, you will be responsible for all aspects of Frontend Web Development, including understanding business requirements, designing technical solutions, implementation and maintenance.  Responsibilities include and are not limited to the following: • Developing world-class desktop and mobile experiences • Developing solutions for business problems • Estimating work and driving to outcomes • Collaborating with cross functional teams: Backend Web Development, UX, Design, Product Management • Participating in Lean UX activities Desired Skills and Experience: • A curiosity and excitement for new web technologies • Advanced understanding of standard front end development technologies: HTML5, CSS2.1/3, jQuery • Solid understanding of cross-browser/platform issues and code solutions • Writing well-formed, unobtrusive JS with scalability and extensibility in mind • Experience using version control such as SVN & GIT • Experience developing with plain vanilla JavaScript and OOP • 3+ years of hands-on, Frontend Web Development experience in a professional environment • A portfolio exhibiting prior related work using the requisite skill set • Strong communication skills, both verbal and written • Ability to work well on a small product team and follow VS standards Bonus Points: • Experience with architecture / developing rich client side application • Experience/familiarity with JSP • Experience with CSS Preprocessors such as Sass • Experience with BackboneJS, RequireJS & GruntJS • Experience with one page applications  Advanced JS SASS experience a plus 3+ years of front end experience Extra Details:LOCAL CANDIDATES ONLY Add'l info:Top 3 things we are looking for from a candidate?1.            team work skills2.            Technical expertise3.            Ability to work w/ the business to interpret requirements and generate work estimates Stand outs would be experience in enterprise dev environment, familiarity w agile/lean methodologies, demonstrated experience with most up-to-date FE tech; familiarity with Atlassian tools – JIRA, confluence, bit bucket.  All front end web dev. Good java script, solid html and CSS . If they use angular and backbone, that will get them closest to what they use in house. Position is for product team on digital platform. Collection and search, product pages etc.For more information about this opportunity, please contact Bill Hart at 614-654-5080 AND email your resume to hthomas@ventechsolutions.com!",OH,Columbus,NA,"Full Time, Temporary/Contract/Project",monster.com
SQL Server Administrator Job in Columbus,NA,"Our client is currently seeking a SQL Server Administrator. NO C2C  Employer will accept Bachelor’s degree in Computer Science, Engineering or a related technical field, followed by five years of progressive, post-baccalaureate work experience in job offered or five years of progressive, post-baccalaureate work experience in a database administration-related occupation. Employer will accept education evaluation prepared by a qualified credential evaluation service. Experience must include: 1. Managing and administering SQL Server 2008 R2 or above database servers; 2. administering Windows Server 2008 R2 or above servers;3. designing, implementing and supporting packages using SQL Server Integration Services (SSIS); 4. designing and implementing reports using SQL server Reporting Services (SSRS); 5. writing TSQL queries and Stored Procedures; and  6. designing and implementing high availability solutions like local resiliency through Windows Failover Clustering, site resiliency through Database Mirroring, and disaster recovery capability through Log shipping. Must be available for rotating on-call production support (twice every eight weeks, primary for the first and secondary/backup for the second). 1. Being part of a rotating on-call production support team (twice every seven weeks, primary for the first and secondary/backup for the second), 2. Establishing and executing Microsoft and client Corporate SQL Server best practices. 3. Fulfilling database related requirements through project work. Specifically, testing programs and/or databases, to correct errors and make necessary modifications. 4. Modify existing databases and database management systems or direct programmers and analysts to make changes.  5. Plan, coordinate, implement and document security measures to safeguard information in computer files against accidental or unauthorized damage, modification or disclosure.  6. Work as part of a project team to coordinate database development and determine project scope and limitations.  7. Write and code logical and physical database descriptions and specify identifiers of database to management system or direct others in coding descriptions.",OH,Columbus,NA,"Full Time, Employee",monster.com
MS SQL Developer Job in Columbus,NA,"RESPONSIBILITIES:Kforce has a client seeking an Applications Developer in Columbus, Ohio (OH).Project Description: Primary support and lead developer of the Branch Device at a Glance Tool pictured at right Maintains system day to day and makes updates per an evolving / prioritized list of requirements Candidate must program in a way that avoids or remediates any identified risks (e.g. From Static, Dynamic scans that identify vulnerabilities in code)REQUIREMENTS:Tools / Systems Required: MS SQL SSIS NET programming utilizing C# HTML / CCS / JavaScript",OH,Columbus,NA,"Full Time, Temporary/Contract/Project",monster.com
Data Analyst Job in Columbus,NA,"Data AnalystEvaluate, research and analyze data for commercial technical operations. Assist with data analysis to improve operation including uncovering data anomalies and performing research of other forms of key operational data. Ability to draw conclusions and make recommendations based on evaluation of data. Create ad-hoc extracts/reports using various tools to meet internal needs. Experience with commercial business operations and Sales Force required. Strong Microsoft skills including Excel, Access, Word and PowerPoint. Working knowledge of SQL and Microsoft Access is a benefit. 3-5 years in comparable position.",OH,Columbus,NA,Full Time,monster.com
BI Analyst / Report Developer Direct Hire Job in Columbus,NA,"BI Analyst / Report DeveloperDirect HireColumbus, Ohio   Position acts as a liaison between business and technical teams responsible for developing business requirements, leading applications requirements sessions, developing requirements documentation, use cases, end-user documentation, developing test plans, test execution, and coordinating production roll-out activities. Essential Functions/Primary Responsibilities: Build relationships with users, technical staff and management.Collaborate with the various departments demonstrating the ability to articulate the functions of software and how each supports the end users.SharePoint Administration and optimization. Business Applications:Continuously work to improve and simplify the processes and functionality related to applicationsServer upgrades/ conversions to support technical side of BA/ ApplicationsApplication upgrades including Pathway, SharePoint & Logility Application integration for in-house and hosted applicationsSSIS/ ETL developmentSQL Server DBA maintenance and optimizationDefining technical requirements and support for future applications in the Supply Chain, Sales, Marketing, HR, or Financial areasRegularly provide reports on status of issues, projects and plans.Ensure that system proposals are fully analyzed and evaluated.Ensure the satisfactory completion of critical work and/or projects.",OH,Columbus,NA,"Full Time, Employee",monster.com
SQL Database Engineer Job in New York City,NA," Position Type: Full Time/Permanent Job Location: NYC, NY Experience Level:  5+ Yrs Role:  MS SQL Developer Salary: We offer an excellent remuneration package to include benefits and bonus dependent on the candidate's competency, skills and level of expertise. Job Overview6+ yrs of solid MS SQL (SQL Server 2008, SQL Server 2014) experience 3+ Years  ETL experience, preferably with SSISExperience with SSRS, SQL Server AgentDevelopment of Technical Designs working alongside BA and development team leadProficiency in Sql Server Scheduling toolProficiency in SQL scriptingExperience with Performance tuning Development of Test plan, Test scripts and Test documentation for user review and sign offAssist team lead in executing the project plan and meeting due dates Assist team lead and/or own release management of the systems developedSupport systems (Level 2 / Level 3) in production promptly and in a professional mannerCreate support documents for Level 1 support teamBachelor’s degree in computer science or engineering with total of 6+ years of experienceFully versed with SDLC process including agile methodologyThe candidate should have a positive outlook, with the personality to work with the development committee as well as present to business or IT senior managers as required.   Specific role responsibilities include:6+ yrs of solid MS SQL (SQL Server 2008, SQL Server 2014) experience 3+ Years  ETL experience, preferably with SSIS Desirable SkillsExperience with Silverlight, WCF, ASP.NET,XML,IISExperience in writing C# code in multi-tiered, multi-threaded .NET environmentExperience with Autosys or other scheduling softwareExperience with preparing technical and/or user documentationBachelor’s degree in computer science or engineering with total of 5+ years of experienceKnowledge of the securities brokerage business, preferably in finance/accounting.  Please feel free to send your updated resume to raaghhu.shankaar@capgemini.com  if you feel fitting-in and would be interested.  Disclaimer:  Capgemini Financial Services and its U.S. affiliates are EEO/AA employers.  Capgemini conducts all employment-related activities without regard to race, religion, color, national origin, age, sex, marital status, sexual orientation, gender identity/expression, disability, citizenship status, genetics, or status as a Vietnam-era, special disabled and other covered veteran status. Click the following link for more information on your rights as an Applicant: http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law",NY,New York City,NA,Full Time,monster.com
"CyberCoders Job Application for Senior Python/Rails Engineer - Full Stack | Monster.com var MONS_LOG_VARS = {""JobID"":",NA,"Report this job About the Job If you are a talented open source engineer with 5+ years of professional experience, please read on!Based in Downtown Seattle, we are a rapidly growing, well-financed start-up looking to further build our team. With a 50 person size company, and a 12 person development team, we are looking to grow by adding a Senior Full Stack Developer. We are looking for someone who prefers, and is more skilled on the Front End.Our technology stack is Python/Django, but we welcome someone with experience with Rails, as long as you are open to learning Python/Django.Top Reasons to Work with Us1. We are animal lovers and let you bring your dog to work!2. We're rapidly growing, so it's a great time to join us3. Competitive salary and great benefit plans!What You Need for this Position- Minimum of Bachelors degree- Would love to see some start-up experience- Passionate about technology- At a minimum of 5 years professional experienceSo, if you are a strong developer with experience, please apply today! Report Previous Next {""Caption"":"""",""Images"":[{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/1.jpg"",""Title"":null,""Text"":null,""Caption"":null},{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/2.jpg"",""Title"":null,""Text"":null,""Caption"":null},{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/3.jpg"",""Title"":null,""Text"":null,""Caption"":null}]} ‹ › ×",NA,NA,NA,"Full Time, Employee",monster.com
SQL DBA,NA,"Core SQL Database Administration,  exposure  to Oracle Database administration. Oracle to SQL migration experience. SQL version upgradeAdvanced trouble shooting, Database recovery and Database performance managementDatabase Installation/Upgrade/Update: Database installation/upgrade/update activities may involve  installation of new versions of databases of SQL Server, Oracle database and Informix databases, creation of new instance, applying service packs, applying security patches etc, verifying database version compatibility with application to plan upgrade/update and upgrading the databases to latest versions prior to EOL of database technlogy level. Corrective Maintenance/Performance Tunning: Corrective Maintenance/Performance Tunning activities involve configuration changes to database system and instances to fix any errors or to make it function as desired.Reactive Maintenance/Incident Management: Reactive maintenance activities involve troubleshooting to identify the root cause in case of production problems, applying  immediate  temporary resoultion of an issue and implementation of the solution/work around, providing a  permanent fix of an issue, analysis and response to queries from business or end users. Tasks include incident/ problem logging in incident managing system, problem analysis, correction of incidents, applying problem resolution and documentation.Preventive Maintenance/Maintenance Task:Preventive maintenance activities may involve changes to the databases, which will imporve its performance  and quality, thus making  the databses more efficient. This includes activities such as restructuring of shared memory, distribution of data files and log files, memory, processor configuration etc and implementing more efficient maintenance procedures, creating maintenance tasks/jobs/scheduled tasks in SQL server, Oracle Server, Informix server for backing up of databases and transcation logs, updating  indexes,  stats update, job scheduling using task scheduler and CRON jobs and monitoing of database performance using 3rd party tool like Appdynamics etc.Routine Day-to-Day Task:Routine day-today task may involve verification of verification of backup jobs for databases, updating inventory, database user management, DB space & tablespace management, log shipping, periodic DR testing and recovery, updating existing documents and creating new documents, bacup and restoration testing, refreshing test environment databases, monitoring performance bottlenecks, report preparation using SQL query, applying patches on SQL servers & application servers and co-ordination with SysAdmin Team, Application Team and end users.",SC,Charleston,NA,NA,monster.com
"CyberCoders Job Application for Sr Construction Estimator - HCSS Required | Monster.com var MONS_LOG_VARS = {""JobID"":",NA,"Report this job About the Job Sr Construction Estimator needed for well established fast growing construction / engineering company!! We are seeking an experienced Construction Senior Project Estimator with current knowledge of the Sacramento market in Heavy Civil construction. We are bidding civil projects in the Sacramento to Fresno, California area and seeking a full time estimator with experience in demolition, grading, paving, underground utilities, levee repair, flood control, and river or wetlands restoration.Top Reasons to Work with UsGreat pay, excellent benefits and career growth!!What You Will Be Doing• Analyze plans and specifications to prepare time, cost, materials and labor estimates• Has a thorough understanding of the scope for specific assigned trades• Solicits and maintains communication with subcontractors and vendors• Contacts multiple subcontractors and vendors to obtain pricing for each bid item• Consult with clients, engineers, vendors and in house staff for information during the bid process• Write, submit, and track Request For Information and clarifications• Reviews all bid items in house and performs a comprehensive Bid Day analysis of specific assigned trades• Enters all bid information into Company estimating software• Prepare and maintain a directory of suppliers contractors, and subcontractors• Prepares subcontractors bid packages• Assess cost effectiveness of products, projects or services, tracking actual costs, relative to bids as the project develops.• May work on one or more projects simultaneously• May be required to manage field projects they winWhat You Need for this PositionEducation & Experience Requirements:• Must have a current working knowledge of HCSS Heavy Bid estimating software• Must have 5 years field experience and 5 years Heavy Civil estimating experience• Must be able to work alone with minimal supervision• PC literate in Microsoft Office applications with a proficiency in Excel and Word• Candidate must be able to pass a drug test as part of the selection process.• Candidate must consent to a background check.• Candidate must have unrestricted authorization to work in the United States.• Must have a clean driving record for the past 3 yearsA Plus:• Field Project Management experience• Knowledge of Master Builder, Timberline, or Sage accounting software• Estimating experience in urban/high vehicular and pedestrian environments• Recent experience on CAL - Trans or Federal projects• P-6 Scheduling Software experience• Been lead estimator on $10 million + projectsWhat's In It for YouGreat pay, excellent benefits and career growth!!So, if you are a Construction Estimator, please apply today!! Report Previous Next {""Caption"":"""",""Images"":[{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/1.jpg"",""Title"":null,""Text"":null,""Caption"":null},{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/2.jpg"",""Title"":null,""Text"":null,""Caption"":null},{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/3.jpg"",""Title"":null,""Text"":null,""Caption"":null}]} ‹ › ×",NA,NA,NA,"Full Time, Employee",monster.com
Data Analyst Project Coordinator Job in Pittsburgh,NA,"Description:Assist in the monitoring of the issue management process. This individual will be the process steward to request and compile data within the CAPA, Risk management, and PQSC processes to allow management to have visibility to critical issues within the organization. Responsibilities:Responsible to request information for metrics compilation, including communication with key process owners to ensure timely delivery for monthly metric distributionResponsible for some TrackWise data input including but not limited to: entering new issues and updating TrackWise after issue has been reviewed to start workflowResponsible to request information for Quality Management Review inputAssist in monthly management reportingSupport initiating, tracking & maintaining, and closing out recalls/field actions per procedure while ensuring compliance with worldwide regulationsSupport initiating, tracking & maintaining, and closing out material holds per procedureResponsible to request updates from internal customers to keep with schedule of activitiesAssist Quality Issue Coordinator with various administrative tasksMust be ability to handle multiple concurrent projects and manage changing priorities effectively Qualifications: 1-3 years of experience preferredSAP experience requiredENOVIA, SharePoint, Siebel, and/or Service Max experience preferredTrackWise experience preferredFDA/Regulatory background preferredISO 13485 and 21 CFR Part 820 experience preferredStrong experience in Excel (V Look-up and pivot tables, formulas, data manipulation)Quality experience preferredTime management required (tight deadlines) Strong organization and analytical skills requiredExtreme attention to details and sense of urgency required.",PA,Pittsburgh,NA,Full Time Temporary/Contract/Project,monster.com
Machine Learning Engineer,NA,"Machine Learning Engineer Job in Redwood City 94061, California US CyberCoders Search. Apply. Done. Learn more about CyberCoders Machine Learning Engineer Apply Redwood City, CA Full-Time $110,000 - $160,000 Job Details If you are a Machine Learning Engineer with experience, please read on!Job Title: Machine Learning EngineerLocation: Redwood City, CASalary: $110-160kThe company: We use our services to digitally transform businesses in the areas of Predictive Maintenance, Product/Content Recommendations, and Fraud Predictions. Our platform is revolutionizing the way Enterprises use Data Analytics by providing a fast scalable automated platform . We look for the best and brightest and you could be the next Data Scientist we add to our team!!Top Reasons to Work with Us1. Be a part of an award-winning cognitive data science platform to build revolutionary data products for Predictions and Recommendations!2. A well-funded start-up where you play an integral part in the company and be in a leadership role3. Health and Medical benefitsWhat You Will Be Doing• Work with machine learning algorithms to enhance cognitive data science technology in an automated way• Use predictive analytics and recommendation• Client-facing role where you will be communicating with management and high level executives• Collaborate with marketing to promote DataRPM technologyWhat You Need for this PositionRequirements: Bachelors in Computer Science or Equivalent- Preferred Masters or PhD in Machine Learning, Data Analytics, Big Data or similar 2+ Years experience or knowledge of the following: - Machine Learning- Spark, Sparl ML, or Spark Mlilb-Java/ Scala- Predictive modeling- Data Streaming- Clustering Pluses:- Experience with interacting with customers in IoT, Manufacturing, Telecom, or Financial Services-Data visualizationWhat's In It for You- Competitive Salary- Great Work Environment- Immediate HireIf you are an experienced Machine Learning Engineer, please apply today! or simply send your resume to: amanda.wilson@CyberCoders.com Applicants must be authorized to work in the U.S. Are you a good fit for this position? Amanda Wilson is recruiting for this position. Apply Job ID: AW2-1291402 Clicking the green apply button is the best way to apply, but you may also email me your resume in Word: Amanda.Wilson@CyberCoders.com **Please do NOT change the email subject line in any way. You must keep the JobID: CC MonsterAp: AW2-1291402 -- in the email subject line for your application to be considered.** Thank you, Amanda Wilson | Executive Recruiter | CyberCoders CyberCoders, Inc is proud to be an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law. Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire. Copyright © 1999 - 2016. CyberCoders, Inc. All rights reserved.",CA,Redwood City,NA,NA,monster.com
Business Intelligence Developer Job in Tulsa,NA,"« back Learn More Business Intelligence Developer Job #:  668030Apex Systems has an immediate need for a Business Intelligence developer for a large transportation client. Candidates can sit in Phoenix, AZ or Dallas, TX or Tulsa, OK. These are contract to hire opportunities. If you are interested and qualified, please apply or email Ellen Furby at efurby@apexsystemsinc.com   Summary: Develop, create, and modify general computer applications software or specialized utility programs utilizing software packages considered. Responsible for designing software or customizing software for client use with the aim of optimizing operational efficiency. The technical skills include the knowledge of computer hardware and software.Education/Experienceo Bachelor degree in computer science or equivalent training requiredo 5-7 years related experience requiredResponsibility levelo Exercises independent judgment with direction from supervisorIdentify Requirements for New Reports, Reporting Functionality, or Reporting Projects.Activities may include:•   Contributing to or being responsible for the creation of documents outlining the IT engagement need, estimation of effort, an outlining of steps involved in the design,implementation, and delivery of reports, for interfaces that allow for custom creation of reports, and any other functionality delivered as a result of the engagement.•   Multiple meetings with customers and development team, and the identification and procurement of other IT contributors.•   Involvement with what is called and iteration zero planning period, in which developers, managers, customers, and project attendants meet regularly to fully identify all the needs and expected effort of a project. •   Contributing to or being responsible for producing documents related to gaining approval and financing for new requirements.•   Travel. Design and Develop Solutions to Meet User Needs.Activities may include:•   Collaboration with many different IT functional groups such as Data Architecture and Data Management during design. •   Regular meetings with customers and project attendants to discuss issues, unexpected variances from planning, and gathering of new requirements as a result of issues and variances.•   Identification of Subject Matter Experts both within IT and the business to help identify application data sources and other collective data sources such as data warehouses, operational data sources, or other forms of “off-line” data sources. i.e. departmental documents or collective sources of data like access databases. •   Selection of the best sources and toolsets for a given requirement and may require input from the business and other IT contributors. •   Creation of reporting objects. Primarily using the IBM Cognos toolset, though extending to other potential toolsets including Access, Excel, Tableau, Oracle Discoverer, SQL Server Reporting Services, or generic queries for the LAA Mosaic/Teradata data warehouse, or the LUS Data warehouse and LUS operational data store.•   Other activities include: the creation of new data sources within the described toolsets, the writing of SQL queries, the creation of documents to describe the movement of reporting objects between environments (i.e. Development, Test, UAT, Production.) Perform Testing of all developed reporting solutions. Activities may include:•   Thorough testing of reports and reporting functionality both within IT (called Unit Testing) and in coordination with the customer (called User Acceptance Testing.) •   Multiple meetings with business units as well as the modification of documents related to the project requirements. Maintenance and Support of Reporting Solutions.Activities may include:•   Research to identify the cause of unexpected report results or unexpected behavior of report functionality. •   Modification of reports and reporting functionality as issues/bugs are discovered. •   Modification of reports and reporting functionality as a result of changes to source systems or to the reporting toolsets themselves. •   Conversions of reporting objects and reporting functionality between reporting toolsets. •   Re-development of reports and reporting functionality to make use of the latest toolset updates and new practices/procedures. •   Identification and/or notification of problems/changes within the reporting environments.•   Performing individual or classroom trainings for users on reports, reporting tools, and reporting functionality.Reporting of activities and effortsActivities may include:•   Weekly reporting of time and effort. •   Creation/regular update of documents to track new requests and ongoing request status.Tools, Technologies and Proficiencies.•   IBM Cognos Business Intelligence Technologies (Cognos Connection, Cognos Report Studio, Cognos Framework Manager, Cognos Transformer, Cognos Powerplay Studio, Cognos Analysis Studio, Cognos Workspace, Cognos Workspace Advanced, Cognos Query, and Cognos Event Studio.) •   SQL Server Reporting Services •   Oracle •   Database and Database Query Technologies (Oracle, TOAD, SQL Server, Teradata) •   SQL – Structured Query Language (with understanding of language variations as they related to different Database Technologies.) •   Microsoft Excel •   Microsoft Access        EEO EmployerApex Systems LLC is an Equal Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.com or 866-612-2739.Learn More",OK,Tulsa,NA,Full Time Employee,monster.com
