Position,Company,Description,Loc_state,Loc_city,Skills,Type,Source
PHP/SQL Developer,System Soft Technologies,"""System Soft Technologies""Â is widely recognized for its professionalism, strong corporate morals, customer satisfaction, and effective business practices. We provide a full spectrum of business and IT services and solutions, including custom application development, enterprise solutions, systems integration, mobility solutions, and business information management. System Soft Technologies combines business domain knowledge with industry-specific practices and methodologies to offer unique solutions, and enable clients to compete with global standards. We find a client-centric approach and a passion for excellence is key in distinguishing ourselves from our competition and in accompanying you on your journey.One of ourÂ DIRECT CLIENTÂ is looking for aÂ Â?Â?Â?Â?Â?Â?Â?Â?Â?Â?Â?Â?Â?Â?Â?Â?Â?Â?Â?Â?Â?""PHP/SQL Developer""Overview:Planning and developing projects of various scale, form, and durationUtilize eye for detail and obsession for clean, well composed code to build out a range of projects from dynamic websitesClient-focused and able to interact directly with various higher ed. (i.e. colleges and universities) customersImprove back office systems and processesProvide insightful reporting and analysisAutomate tedious manual processesWork collaboratively with each department/peers to assess project plans for feasibility, while providing input from a technology perspectiveCreate efficient, scalable and manageable enterprise-level systems using open source technologiesOther projects as directed by the Director of Information Technology.Requirements:BS in Computer Science or equivalent education6+ years in an IT Developer roleMinimum of 5 yearsâ€™ experience with PHP, MSSQL, MYSQL, Apache, Javascript, LAMP, HTML5 and JQueryFamiliarity with APIs, web services, web design and database designÂ Desired Skills:Extra attention will be given to individuals with VISIO, MS Project, Windows Server experienceProgram and Project Management skills a plusWeb Services â€“ experience building modern web services using XMLWork with digital devices and network appliances connecting to enterprise business systemsBest Regards,Shilpy Sekhri,5850 Granite Parkway Suite #970, Plano, TX -75024P: 254-647-0801 X 226F: 214-436-4677E-mail:Â Shilpy.Sekhri@sstech.us",CA,Quincy,PHP/SQL Developer,Contract Corp-To-Corp,dice.com
"Database Developer, Oracle / SQL Server",Business Knowledge Services,"Come join a leading communications services provider in this exciting contract to hire position.Â  U.S. Citizens and those authorized to work in the U.S. are encouraged to apply. We are unable to sponsor at this time. Local candidates only.Our direct client has an immediate need for a Mid-to-Senior Oracle and/or SQL Server Database Developer. Qualified candidates should have database development experience with Oracle and/or SQL Server.Â  The right candidate will also have experience in delivering enterprise grade solutions.Â  This position offers a great opportunity to work with the latest development tools.The right candidate will be a self-starter, able to work independently or as a member of a team. You must be able to thrive in a fast paced environment and learn new technologies quickly. We are a growing company where you will be able to have a significant impact on our internal processes.Â Duties and ResponsibilitiesÂ Responsible for understanding business problems and proposing the most fitting solutions using Oracle and/or SQL Server database technology.System Analysis and Design, Database Programming, Data Modeling, Data Migration, Database Design and Development.Hands on Database Performance and Scalability.Superior communications skills.Knowledge of standards for physical and logical database schema/table design and programming.Evaluate and recommend enhancements in order to increase application efficiency, capacity, and responsiveness to users.Verify enhancements achieve the results requested by the end user or guide the requestor to automated robust alternatives.Ensure maximum design efficiency and functionality in the creation and layout of systems and database objects.Required QualificationsBA/BS degree in Computer Science or related field3+ years of database development experienceExperience with Oracle and/or SQL ServerExperience planning, designing, and building databasesStrong written and verbal communication skillsExcellent documentation and organizational skillsLOCAL CANDIDATES ONLY PLEASE",CA,Quincy,"Oracle, SQL, database, scalable, system, performance, developer",C2H W2,dice.com
"Java Developer  Magnolia, API, Agile",PRIMUS Global Services Inc.,"We have an immediate project opportunity in the Rancho Cordova, CA area for a Java Developer â€“ Magnolia, API, Agile.Â The candidate should be authorized to work for any employer.Sub-contracting is not permitted for this role.Â Required Skills:Strong experience with Java developing complex web applicationsMUST HAVE experience with MagnoliaExperience working in an Agile/SCRUM environmentÂ To explore this opportunity further please contact:JosephPRIMUS Global Services972-753-6500 ext 124PRIMUS Global Services is proud to be an Equal Opportunity Employer. We are committed to providing equal employment opportunities to all applicants regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law.",CA,Rancho Cordova,"Java Developer  Magnolia, API, Agile","Contract Independent, Contract W2, Long Term",dice.com
Machine Learning Scientist (Java),CyberCoders,"Minimum Required Skills:Machine Learning, Java, C/C++, Graph Analysis, Applied statisticsBased in Foster City, CA we are a breakthrough diagnostic leader in technology working with high profile clients such as Mayo Clinic. We received Series A funding in 2011 for $16M and have been growing ever since. Our team is comprised of top engineers and scientists from MIT, Stanford and other top schools and institutions. Do you want to wake up every morning and look forward to going to work, knowing that your research is making a major impact in the fight to cure cancer? We are seeking a ML Scientist who will be reporting directly to the CTO! If this sounds like you, then please read on!What You Need for this PositionREQUIRED:- MS or PhD in Computer Science - Java Background- Strong Machine Learning Experience (3+ Years)- Current Experience working with Machine Learning techniquesPREFERRED:- Bioinformatics/Comp Bio ExperienceWhat's In It for You- CURE CANCER!- Competitive Compensation + Bonus + Equity- Generous Vacation/PTO- Comprehensive Benefits PackageIf you are looking to develop top notch diagnostics products in a fun, stable company with plenty of room to grow then please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright Â© 1999 - 2016 . CyberCoders, Inc. All rights reserved.",CA,Redwood City,"Machine Learning, Java, C/C++, Graph Analysis, Applied statistics - Machine Learning, Java, C/C++, Graph Analysis, Applied statistics","Full Time, Full-time, Employee",dice.com
Senior Machine Learning Engineer,CyberCoders,"Minimum Required Skills:Scala, Machine Learning Algorithims, MapReduce, Python, SPARKIf you are a Senior Machine Learning Engineer with experience, please read on!We provide a full-stack internet of things development platform (PaaS) that enables the rapid design, development, and deployment of the largest scale enterprise applications that leverage big data, telemetry, elastic cloud computing, analytics, machine learning and social human computer interaction models. We are hiring extraordinary professionals who want to contribute to one of the fastest growing software companies in the world. As team members, we believe deeply in our potential to change the world for the better, and we're looking for a select group of individuals to join us as we take on the challenges to accomplish our vision.Top Reasons to Work with UsOne of the world's fastest growing software companies provides a full-stack IoT development platform (PaaS) that enables the rapid design, development, and deployment of even the largest-scale big data / IoT applications that leverage telemetry, elastic cloud computing, analytics, and machine learning to apply the power of predictive analytics to any business value chain. Also provides a family of turn-key SaaS IoT applications including predictive maintenance, fraud detection, sensor network health, supply chain optimization, investment planning, and customer engagement.What You Will Be DoingBuild and enhance tools for the Data Science team to mine data at scaleEnable the integration of Machine Learning models in the PlatformEnsure the scalability of Machine Learning analytics across millions of networked sensorsWork with other engineering teams to integrate our streaming, batch, or ad-hoc analysis algorithms into our  suite of applicationsDevelop generalizable APIs so other engineers can use our work without needing to be a machine learning expert Work closely with data scientists in early phases of products development to understand their research, develop new tools, and ensure smooth integration and scalability of data science algorithmsDefine and lead the development of our longer-term Platform capabilitiesTraining and mentoring of other members of the teamQualified candidates will have excellent programming and algorithmic skills and a taste for analytical challenges. They will also be familiar with elementary machine learning techniques, large scale frameworks, how to write scalable code.What You Need for this PositionAdvanced degree in computer science, math, or similar fieldA minimum of 3 years of experience in an analytics software companyThrive in a fast-paced environmentEnd-to-end ownership of projectsStellar listening and explanation skillsStrong programming skills, ideally with Scala (JavaScript and Python are a plus)Experience with large-scale analytics paradigms (Map Reduce, Spark, NoSQL, etc.)Disciplined approach to testing and quality assuranceThorough knowledge of data structures, algorithms, profiling/optimization, and Object-Oriented and Functional ProgrammingWhat's In It for YouVery Competitive SalaryFull Comprehensive Benefits (Health, Dental, Vision)PTO/Vacation/Paid Holidays401(k) and Equity optionsCatered lunch and daily breakfast - unlimited snacksSo, if you are a Senior Machine Learning Engineer with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright Â© 1999 - 2016 . CyberCoders, Inc. All rights reserved.",CA,Redwood City,"Scala, Machine Learning Algorithims, MapReduce, Python, SPARK - Scala, Machine Learning Algorithims, MapReduce, Python, SPARK","Full Time, Full-time, Employee",dice.com
Business Intelligence Engineer,CyberCoders,"Minimum Required Skills: Microstrategy, Tableau, development of reports and dashboards, ETL,  JavaScript,  HTML, SQL/ HiveQL/Python/Other Scripting Languages,  Mobile Development, SQL or NoSQL databasesWe are meeting an urgent and fast-growing demand for enterprise IoT applications that enable organizations in data-intensive industries to use real-time performance monitoring and predictive analytics to optimize business processes, differentiate products and services, and create new revenue streams. We offer a comprehensive technology stack for the rapid design, development, deployment, and operation of next-generation IoT applications.If you are a Business Intelligence  Engineer with experience, please read on!Top Reasons to Work with UsOne of the world's fastest growing software companies provides a full-stack IoT development platform (PaaS) that enables the rapid design, development, and deployment of even the largest-scale big data / IoT applications that leverage telemetry, elastic cloud computing, analytics, and machine learning to apply the power of predictive analytics to any business value chain. Also provides a family of turn-key SaaS IoT applications including predictive maintenance, fraud detection, sensor network health, supply chain optimization, investment planning, and customer engagement.What You Will Be DoingYou will be required to create scalable reporting and analytics solutions while working closely with the technology and business teams. C3 IoT product suite is entirely data-driven, so a great candidate will have passion for acquiring, analyzing, and transforming data to generate insight.What You Need for this Positionâ€¢3+ years experience with development of reports and dashboards in business intelligence tools like MicroStrategy (preferred), Tableau etc.â€¢Web application development experience (JavaScript, HTML, XML, XSL, CSS)â€¢Scripting experience (python, Unix shell) and/or Object oriented programming experience â€¢Development of mobile enterprise applications (iOS, Android)â€¢Good understanding of data warehouse and business intelligence concepts and architectureâ€¢Proven track record of delivering innovative software solutionsâ€¢Good SQL skillsâ€¢Experience with ETL Technologiesâ€¢Extensive experience with Unix-based operating systemsâ€¢Experience with SQL and NoSQL databasesâ€¢Strong troubleshooting skills, analytical ability, judgment and problem analysis techniques â€¢Interpersonal skills with the ability to work effectively in a cross functional team â€¢Engineering degree in Computer Science or Electrical Engineering Nice to Have:â€¢MicroStrategy Web SDK and Visualization SDK experience is a big plusâ€¢Passionate about UI Designâ€¢Experience working with distributed systemsâ€¢Startup company experience and familiarity with agile development methodologyâ€¢Thrive in a fast-paced environmentâ€¢Experience with AWS TechnologiesWhat's In It for YouVery Competitive SalaryFull Comprehensive Benefits (Health, Dental, Vision)PTO/Vacation/Paid Holidays401(k) and Equity optionsCatered lunch and daily breakfast - unlimited snacksSo, if you are a Business Intelligence Engineer with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright Â© 1999 - 2016 . CyberCoders, Inc. All rights reserved.",CA,Redwood City,"Microstrategy, Tableau, development of reports and dashboards, ETL, JavaScript, HTML, SQL/ HiveQL/Python/Other Scripting Languages, Mobile Development, SQL or NoSQL databases - Microstrategy, Tableau, development of reports and dashboards, ETL, JavaScript, HTML, SQL/ HiveQL/Python/Other Scripting Languages, Mobile Development, SQL or NoSQL databases","Full Time, Full-time, Employee",dice.com
Senior Data Scientist,CyberCoders,"Minimum Required Skills:Machine Learning, Data Mining, JavaScript, prototyping languages Python/R, Java or ScalaWe provide a full-stack internet of things development platform (PaaS) that enables the rapid design, development, and deployment of the largest scale enterprise applications that leverage big data, telemetry, elastic cloud computing, analytics, machine learning and social human computer interaction models. We are hiring extraordinary professionals who want to contribute to one of the fastest growing software companies in the world. As team members, we believe deeply in our potential to change the world for the better, and we're looking for a select group of individuals to join us as we take on the challenges to accomplish our vision.If you are a Senior Data Scientist with experience, please read on!Top Reasons to Work with UsOne of the world's fastest growing software companies provides a full-stack IoT development platform (PaaS) that enables the rapid design, development, and deployment of even the largest-scale big data / IoT applications that leverage telemetry, elastic cloud computing, analytics, and machine learning to apply the power of predictive analytics to any business value chain. Also provides a family of turn-key SaaS IoT applications including predictive maintenance, fraud detection, sensor network health, supply chain optimization, investment planning, and customer engagement.What You Will Be DoingIn this capacity, you will participate in the definition of new analytics capabilities able to provide our customers with the information they need to make proper decisions to support our customers in operating the internet of things (IoT). In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions. Finally, you will be responsible for implementing this into the product and making it available to our customers.Qualified candidates will have an in-depth knowledge of most common machine learning techniques and their application. You will also understand the limitations of these algorithms and how to tweak them or derive from them to achieve similar results at large-scale.What You Need for this PositionMS or PhD in Computer Science, Electrical Engineering, Statistics, or equivalent fieldsApplied Machine Learning experience (regression analysis, time series, probabilistic models, supervised classification and unsupervised learning)Strong mathematical background (linear algebra, calculus, probability and statistics)Experience with scalable ML (MapReduce, streaming)Experience with JavaScript and prototyping languages such as Python and R. Experience with Java and Scala is a plusKnowledge in electrical engineering and cyber-physical systems is a plusAbility to drive a project and work both independently and in a teamA portfolio of projects (GitHub, papers, etc.) is a plusSmart, motivated, can do attitude, and seeks to make a differenceExcellent verbal and written communicationWhat's In It for YouVery Competitive SalaryFull Comprehensive Benefits (Health, Dental, Vision)PTO/Vacation/Paid Holidays401(k) and Equity optionsCatered lunch and daily breakfast - unlimited snacks/Weekly Happy HourSo, if you are a Senior Data Scientist with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright Â© 1999 - 2016 . CyberCoders, Inc. All rights reserved.",CA,Redwood City,"Machine Learning, Data Mining, JavaScript, prototyping languages Python/R, Java or Scala - Machine Learning, Data Mining, JavaScript, prototyping languages Python/R, Java or Scala","Full Time, Full-time, Employee",dice.com
Senior Software Engineer (Java/Hadoop),CyberCoders,"Minimum Required Skills:Java, Hadoop, HBase, Solr, SPARK, Impala, Pig, Python Scala, Distributed SystemsLocated in Redwood City, CA, we are a fast growing startup backed by top-tier venture capital firms, and led by an experienced management team and visionary entrepreneurs. Our big data security analytics helps companies defend themselves against the continual growth of sophisticated cyber criminals. We are building a breakthrough platform that can ingest, model and analyze massive flows of machine generated security data. We were the first to use the power of Hadoop to fight cyber threats! We are seeking a Senior Software Engineer who possesses strong enterprise software development and design experience preferably in the big data analytics space.Top Reasons to Work with UsAn opportunity to transform the cybersecurity landscapeBe part of the convergence of big-data, cybersecurity and machine learning â€“ three of the most exciting areas in technology!An environment where you can excelLearn every day from the work you do and your peersWhat You Will Be DoingYou will be responsible for the scope, design, and development of critical backend components in our flagship product. You will the lead design discussions with key stakeholdersYou will have the responsibility of developing key platform features that support large-scale data ingestion, feature extraction, model development and scoring systems built on Hadoop and related technologies.What You Need for this Position10 years experience building enterprise software using Java with excellent design skillsStrong experience big data and distributed system technologies including Hadoop, Hbase, Solr, Spark, and ImpalaBachelor's degree in Computer Science. Master's is a plus.Experience in Pig, Python, or Scala is a plus.Proven experience with design, development, and delivery of mission critical software productsWhat's In It for YouAs an early employee, you will get a true equity stake in the company.Competitive salaryVacation days & time off.Medical, Dental, & Vision insurance.Company dinners & happy hour.Fully stocked kitchen with snacks and beverages.On-site fitness center.If you're interested, please apply today or email eric.oneil@cybercoders.com. Looking forward to hearing from you!Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright Â© 1999 - 2016 . CyberCoders, Inc. All rights reserved.",CA,Redwood City,"Java, Hadoop, HBase, Solr, SPARK, Impala, Pig, Python Scala, Distributed Systems - Java, Hadoop, HBase, Solr, SPARK, Impala, Pig, Python Scala, Distributed Systems","Full Time, Full-time, Employee",dice.com
Data Engineer,CyberCoders,"Minimum Required Skills:Hadoop, Hive, SPARK, Machine LearningIf you are a Data Engineer with experience, please read on!We let people tap into the skills and experience in their extended networks so they can get help when they need it. We analyze the metadata in email to automatically build out social and knowledge graphs. The richness of this dataset allows us to determine how familiar one is with a certain topic and how people know one another. In order to leverage the full potential of this dataset, we are looking for a machine learning engineer to deep dive into our data and develop and productionize ML algorithms.What You Will Be DoingYou will play a critical role in defining and executing Trellis' development strategy in machine learning. You will have the opportunity to work on challenging data problems, including: Large scale Machine Learning infrastructure that powers our message routing models Natural Language Processing to understand text content, including context of a relationship, depth of knowledge of a particular topic, and interactions between users on our networkWhat You Need for this Positionâ€¢ 5+ years of industry experience or a PhD (in machine learning or closely related field) + 2 years industry experience â€¢ Solid theoretical foundation and hands-on experience with machine learning â€¢ Experience with open source big data technologies such as Hadoop, Hive, Spark, etc. â€¢ Strong software engineering skills and substantial expertise in one of the relevant programming languages â€¢ Experience with deep learning is a strong plus, including Tensorflow, Theano, Caffe, Torch etc. â€¢ Industry experience building and productionizing innovative end-to-end Machine Learning systems. â€¢ Experience with the AWS or GCP ecosystem is a plusWhat's In It for Youâ€¢ Competitive base salaryâ€¢ 10% bonusâ€¢ 401k, PTO, and excellent benefitsâ€¢ Fun work environment and career growthSo, if you are a Data Engineer with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright Â© 1999 - 2016 . CyberCoders, Inc. All rights reserved.",CA,Redwood City,"Hadoop, Hive, SPARK, Machine Learning - Hadoop, Hive, SPARK, Machine Learning","Full Time, Full-time, Employee",dice.com
Data Engineer,Tekforce Corporation,"Data Engineer - Please send resumes to ravi@tekforcecorp.comKEY QUALIFICATIONS - Masterâ€™s degree in Computer Science or related fields - 3+ years experience working with big data - Experience with Hadoop 2.0 ecosystem (Spark, MapReduce), NoSQL databases, Amazon AWS and related technologies - Experience with real-time pipelines (Apache Kafka and Spark Streaming) - Proficiency in Scala and Python - Basic knowledge of state-of-the-art algorithms in machine learning and graph analysis would be a plus CORE RESPONSIBILITIES As part of our Data Science team, you will design, build, test and maintain scalable data processing pipelines. You will be deploying machine learning algorithms to big data platforms, both as batch jobs and real-time processes. You will closely interact and coordinate with the Engineering team.",CA,Redwood City,"Masters degree in Computer Science or related fields - 3+ years experience working with big data - Experience with Hadoop 2.0 ecosystem (Spark, MapReduce), NoSQL databases, Amazon AWS and related tec","C2H Corp-To-Corp, C2H Independent, C2H W2",dice.com
Data Scientist,CyberCoders,"Minimum Required Skills:Python, Machine Learning, Data Mining, NLP, Data Science, RIf you are a Data Scientist with scripting experience, please read on!Located in Redwood City, CA, we are a well-funded, rapidly growing start-up that focuses on engineering real-time mass communication platforms. We are a bunch of language junkies and firm believers in data-driven systems. We offer a one-of-a-kind opportunity to join a company where you will be doing almost exclusively new development within a flat organization where everyone is technical.If this interests you, please apply today!Top Reasons to Work with Us1. We offer full benefits, UNLIMITED VACATION, fantastic equity packages, brand new stations and MacBooks, unlimited snacks and drinks, casual dress, and flex hours.2. We have a flat organization with ownership of what you do. No office politics here- everyone is a contributor and has a key role.3. We are a 2 minute walk from downtown, 5 minute walk from Caltrain, and have an amazing modern office with free parking as well.What You Will Be Doing-Determining the set of necessary intel to address open-ended problem statements-Leveraging rigorous mathematical models to derive and extract results from intel-Working with product designers and stakeholders to inform future work and development-Automating and continuously iterate models of user behaviorWhat You Need for this PositionAt least 3+ years of experience and knowledge of:- Experience building mathematical models- Machine learning, NLP, or artificial intelligence platform experience- Scripting experience with 1 or more of the following for analytics aggregation: Python, JavaScript, R, Julia)- Familiarity with data warehousing techniquesWhat's In It for You-Full salary-Complete benefits package including health, vision, dental, and life insurance-UNLIMITED VACATION (seriously)-Fantastic equity packages-Brand new workstations-Free MacBooks-Unlimited snacks and drinks-Casual dress-Flexible hours-Ownership of what you do within a flat organization-Walking distance to Caltrain-Walking distance to Downtown for great restaurants, shopping, and happy hoursSo, if you are a Data Scientist looking to join a company where your code will actually be put to use right away, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright Â© 1999 - 2016. CyberCoders, Inc. All rights reserved.",CA,Redwood City,"Python, Machine Learning, Data Mining, NLP, Data Science, R - Python, Machine Learning, Data Mining, NLP, Data Science, R","Full Time, Full-time, Employee",dice.com
Java API Software Developer,CyberCoders,"Minimum Required Skills:Hadoop, API, HBase, Solr, RESTful API, JSON, Computer Science, HDFS, Hive, MapReduceLocated in Redwood City, CA, we are a fast growing startup backed by top-tier venture capital firms, and led by an experienced management team and visionary entrepreneurs. Our big data security analytics helps companies defend themselves against the continual growth of sophisticated cyber criminals. We are building a breakthrough platform that can ingest, model and analyze massive flows of machine generated security data. We are seeking a Java API Developer. This role will report to our VP of Engineering.Top Reasons to Work with UsAn opportunity to transform the cybersecurity landscapeBe part of the convergence of big-data, cybersecurity and machine learning â€“ three of the most exciting areas in technology!As an early employee, you will get a true stake in the companyAn environment where you can excelLearn every day from the work you do and your peersWhat You Will Be DoingYou will have the responsibility to scope, design and the development of the RESTful APIs for a large-scale data ingest and security analytics platform, built on Hadoop and Big Data technologies.You will be working with cross-functional teams including product management, engineering, and data science. You will Document the content for consuming APIs. You will be responsible for writing unit tests to ensure higher quality.Resolve bugs during QA testing for pre-production release.Provide prompt resolutions and bug fixes to customer reported issues.What You Need for this Position5 years of hands-on experience in building enterprise software using Java in the space of Big Data Analytics.2 years of minimum experience in the API development.Strong experience designing and build REST style web servicesMust have experience with big data and distributed system technologies including Hadoop, HBase, Solr, Spark, Impala.Experience working with API authentication models is a plusFamiliarity with the API technology landscape and API management vendor's landscapeWhat's In It for YouCompetitive salary and equityGreat benefitsA variety of workplace perks including a fully stocked kitchen, company sponsored lunches and happy hoursA fun, collaborative work atmosphereOn-site fitness centerPLEASE NOTE: This is an urgent position. Interviews are currently underway and any qualified applicant will be given an interview ASAP! We have the capacity to bring on a qualified candidate immediately. Please apply oremail: eric@cybercoders.comPlease apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright Â© 1999 - 2016. CyberCoders, Inc. All rights reserved.",CA,Redwood City,"Hadoop, API, HBase, Solr, RESTful API, JSON, Computer Science, HDFS, Hive, MapReduce - Hadoop, API, HBase, Solr, RESTful API, JSON, Computer Science, HDFS, Hive, MapReduce","Full Time, Full-time, Employee",dice.com
Sr. Data Science Engineer,KirkSearch,"This is a great time to get in on this awesome opportunity in the BIOINFORMATICS SPACE... our company is paving the way with their LIFE CHANGING solution-enabling a new era of discovery through the widespread integration of genomic and other molecular data for research and applications- specifically to better understand and treat genetic diseases.Â Sr Data Science Engineer- Â Matlab, MySQLResponsibilitiesParallelize and optimize Signal Processing code in MatlabProvide Ad-hoc analysis of primary and secondary Next Generation Sequencing dataWork withÂ the sequencingÂ and integration teams to identify needs for automated analysisFunctionalize and integrate secondary analyses for use in the automated pipeline.Make performance optimization of signal processing pipelineMaintainÂ the daily pipeline forÂ the primary and secondary analysisMaintain the analyte databaseDebug and fixÂ failures on the automated pipelineÂ Required QualificationsÂ Must have Bachelors degree (Masters or Ph.D. preferred) in Science or EngineeringMust have 3 or more years of experience working with Matlab parallel toolboxMust have 3 or more years of experience developing product with MatlabMust have experience working with SQL database e.g. MySQL, Oracle, Postgresql etc.Must have experience working with Version Control system, e.g. Git, SVN etc.Â AdditionalÂ PreferredÂ QualificationsÂ Understanding and industry experience with Linear AlgebraUnderstanding and industry experience with Molecular Biology/BioninformaticsÂ Understanding and industry experience with Unsupervised Machine LearningÂ Benefits & PerksCompetitive compensation and stock optionsAnthem Blue Cross PPO, HSA and Kaiser Medical (including for dependents)Â Excellent Dental, Vision, through GuardianFully sponsored Life, Short and Long-term Disability insuranceFSA, 401(k) retirement planStocked kitchen and beverages, daily catered lunchesHigh Tea Friday Social to celebrate weekly accomplishmentsFree complex onsite gym membershipLearning and growth opportunitiesÂ Kirk VorsatzÂ KirkSearch kirk@kirksearch.com ""Recruiter of the Year"" at Hall Kinion (now Kforce) 2000, 2001, 2002â€?Â LinkedIn Profile: www.linkedin.com/in/kirkv/Â 650-245-7043 cell",CA,Redwood City,"Matlab, MySQL","Full Time, FULLTIME ONLY",dice.com
